Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"Hàng giao nhanh và đóng gói cẩn thận, mỗi tội shop không có mã freeship.",-1,1,-1,-1,-1,1,1,-1,"hàng giao nhanh và đóng gói cẩn thận, mỗi tội shop không có mã freship.","['▁h', 'àng', '▁gi', 'ao', '▁nha', 'nh', '▁và', '▁đó', 'ng', '▁g', 'ói', '▁c', 'ẩn', '▁th', 'ận', ',', '▁m', 'ỗi', '▁t', 'ội', '▁shop', '▁kh', 'ông', '▁có', '▁mã', '▁f', 're', 'sh', 'ip', '.']","[0, 13, 79, 33, 44, 87, 7, 62, 136, 4, 20, 313, 5, 375, 12, 138, 14665, 9, 329, 6, 299, 308, 25, 38, 41, 1077, 281, 1025, 1714, 648, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop phục vụ rất tốt giao hàng nhanh,lần sau mình sẽ ủng hộ shop tiếp 😘",-1,1,-1,-1,-1,1,1,-1,"shop phục vụ rất tốt giao hàng nhanh,lần sau mình sẽ ủng hộ shop tiếp","['▁shop', '▁ph', 'ục', '▁vụ', '▁r', 'ất', '▁t', 'ốt', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', 'lần', '▁s', 'au', '▁m', 'ình', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁tiếp']","[0, 308, 35, 342, 695, 24, 51, 6, 185, 33, 44, 13, 79, 87, 7, 14665, 6652, 19, 172, 9, 39, 237, 716, 416, 308, 609, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop giao hàng nhanh, nhận đc giấy quá bất ngờ vì so với giá tiền là rất đẹp,lên mua nhé mọi người, sẽ ủng hộ shop lần sau",-1,1,1,-1,-1,-1,1,-1,"shop giao hàng nhanh, nhận được giấy quá bất ngờ vì so với giá tiền là rất đẹp,lên mua nhé mọi người, sẽ ủng hộ shop lần sau","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁nh', 'ận', '▁đ', 'ược', '▁gi', 'ấy', '▁quá', '▁b', 'ất', '▁ngờ', '▁vì', '▁so', '▁v', 'ới', '▁giá', '▁t', 'iền', '▁là', '▁r', 'ất', '▁đ', 'ẹp', ',', 'lên', '▁mua', '▁nhé', '▁m', 'ọi', '▁ng', 'ười', ',', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁l', 'ần', '▁s', 'au']","[0, 308, 33, 44, 13, 79, 87, 7, 14665, 18, 138, 8, 103, 33, 49, 115, 14, 51, 1538, 327, 714, 15, 54, 224, 6, 209, 29, 24, 51, 8, 165, 14665, 11994, 183, 228, 9, 301, 23, 92, 14665, 237, 716, 416, 308, 10, 76, 19, 172, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100k 1 đồi giày này thì quá ok rồi mua cho con đeo 1mùa chật bỏ là vừa,2,-1,-1,-1,-1,-1,2,-1,100k 1 đồi giày này thì quá ổn rồi mua cho con đeo 1mùa chật bỏ là vừa,"['▁1', '00', 'k', '▁1', '▁đ', 'ồi', '▁gi', 'ày', '▁này', '▁thì', '▁quá', '▁ổn', '▁r', 'ồi', '▁mua', '▁cho', '▁c', 'on', '▁đ', 'eo', '▁1', 'm', 'ùa', '▁ch', 'ật', '▁bỏ', '▁là', '▁v', 'ừa']","[0, 303, 766, 14651, 303, 8, 80, 33, 193, 75, 61, 115, 645, 24, 80, 183, 71, 5, 59, 8, 254, 303, 14644, 760, 11, 149, 637, 29, 15, 320, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sản phẩm giao hàng nhanh chất lượng tốt  phù hợp với giá tiền, sẽ mua lại",-1,1,-1,1,-1,-1,1,-1,"sản phẩm giao hàng nhanh chất lượng tốt phù hợp với giá tiền, sẽ mua lại","['▁s', 'ản', '▁ph', 'ẩm', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁t', 'ốt', '▁phù', '▁h', 'ợp', '▁v', 'ới', '▁giá', '▁t', 'iền', ',', '▁sẽ', '▁mua', '▁l', 'ại']","[0, 19, 169, 35, 277, 33, 44, 13, 79, 87, 7, 11, 51, 10, 69, 4, 6, 185, 1318, 13, 491, 15, 54, 224, 6, 209, 14665, 237, 183, 10, 63, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Đúng như quảng cáo, giầy đẹp",-1,-1,1,-1,-1,1,1,-1,"đúng như quảng cáo, giày đẹp","['▁đ', 'úng', '▁như', '▁qu', 'ảng', '▁c', 'áo', ',', '▁gi', 'ày', '▁đ', 'ẹp']","[0, 8, 208, 65, 37, 553, 5, 441, 14665, 33, 193, 8, 165, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Nên mua nha mng, hàng đẹp, giá phải chăng, sẽ quay lại mua thêm nha ạ 🥺",1,-1,1,-1,-1,-1,1,-1,"nên mua nha mọi người, hàng đẹp, giá phải chăng, sẽ quay lại mua thêm nha ạ","['▁n', 'ên', '▁mua', '▁nha', '▁m', 'ọi', '▁ng', 'ười', ',', '▁h', 'àng', '▁đ', 'ẹp', ',', '▁giá', '▁ph', 'ải', '▁ch', 'ăng', ',', '▁sẽ', '▁qu', 'ay', '▁l', 'ại', '▁mua', '▁th', 'êm', '▁nha', '▁ạ']","[0, 16, 31, 183, 87, 9, 301, 23, 92, 14665, 13, 79, 8, 165, 14665, 224, 35, 99, 11, 251, 14665, 237, 37, 46, 10, 63, 183, 12, 284, 87, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dịch vụ chăm sóc khách hàng của shop mik khá ưng! Sản phẩm còn ok trong tầm giá nữa,-1,-1,-1,-1,-1,1,1,-1,dịch vụ chăm sóc khách hàng của shop mik khá ưng! sản phẩm còn ổn trong tầm giá nữa,"['▁d', 'ịch', '▁vụ', '▁ch', 'ăm', '▁s', 'óc', '▁kh', 'ách', '▁h', 'àng', '▁c', 'ủa', '▁shop', '▁m', 'ik', '▁khá', '▁ưng', '!', '▁s', 'ản', '▁ph', 'ẩm', '▁c', 'òn', '▁ổn', '▁tr', 'ong', '▁t', 'ầm', '▁giá', '▁n', 'ữa']","[0, 22, 407, 695, 11, 240, 19, 383, 25, 391, 13, 79, 5, 98, 308, 9, 423, 552, 1154, 14764, 19, 169, 35, 277, 5, 119, 645, 26, 68, 6, 384, 224, 16, 174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày là quà sinh nhật cho nhóc trong hình thấy bé nó cũng ưng lắm,-1,-1,-1,-1,-1,-1,1,-1,giày là quà sinh nhật cho nhóc trong hình thấy bé nó cũng ưng lắm,"['▁gi', 'ày', '▁là', '▁quà', '▁s', 'inh', '▁nh', 'ật', '▁cho', '▁nh', 'óc', '▁tr', 'ong', '▁h', 'ình', '▁th', 'ấy', '▁bé', '▁nó', '▁c', 'ũng', '▁ưng', '▁l', 'ắm']","[0, 33, 193, 29, 911, 19, 81, 18, 149, 71, 18, 383, 26, 68, 13, 39, 12, 49, 435, 88, 5, 93, 1154, 10, 178, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"So về giá thì ko thể đòi hỏi được hơn nữa như vậy là chấp nhận được, mua để đi làm ngoài nắng mưa nên ko cần yêu cầu cao quá, đế giày liền như này mình thấy ưng hơn vì ko lo bị bong tróc, tóm lại là khá ok",-1,-1,-1,-1,-1,-1,2,-1,"so về giá thì không thể đòi hỏi được hơn nữa như vậy là chấp nhận được, mua để đi làm ngoài nắng mưa nên không cần yêu cầu cao quá, đế giày liền như này mình thấy ưng hơn vì không lo bị bong tróc, tóm lại là khá ổn","['▁so', '▁về', '▁giá', '▁thì', '▁kh', 'ông', '▁thể', '▁đ', 'òi', '▁h', 'ỏi', '▁đ', 'ược', '▁h', 'ơn', '▁n', 'ữa', '▁như', '▁v', 'ậy', '▁là', '▁ch', 'ấp', '▁nh', 'ận', '▁đ', 'ược', ',', '▁mua', '▁để', '▁đi', '▁làm', '▁ngo', 'ài', '▁n', 'ắng', '▁m', 'ưa', '▁n', 'ên', '▁kh', 'ông', '▁c', 'ần', '▁y', 'êu', '▁c', 'ầu', '▁c', 'ao', '▁quá', ',', '▁đế', '▁gi', 'ày', '▁l', 'iền', '▁như', '▁này', '▁m', 'ình', '▁th', 'ấy', '▁ưng', '▁h', 'ơn', '▁vì', '▁kh', 'ông', '▁lo', '▁bị', '▁b', 'ong', '▁tr', 'óc', ',', '▁t', 'óm', '▁l', 'ại', '▁là', '▁khá', '▁ổn']","[0, 714, 206, 224, 61, 25, 38, 338, 8, 753, 13, 314, 8, 103, 13, 124, 16, 174, 65, 15, 179, 29, 11, 467, 18, 138, 8, 103, 14665, 183, 151, 48, 129, 445, 96, 16, 402, 9, 137, 16, 31, 25, 38, 5, 76, 170, 135, 5, 191, 5, 44, 115, 14665, 2360, 33, 193, 10, 209, 65, 75, 9, 39, 12, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Hàng OK giày nhẹ với mềm , ko có nhiều chỉ thừa nói chung ok 👍🏻 🤞🤞",-1,-1,-1,1,-1,-1,2,-1,"hàng ổn giày nhẹ với mềm , không có nhiều chỉ thừa nói chung ổn","['▁h', 'àng', '▁ổn', '▁gi', 'ày', '▁nhẹ', '▁v', 'ới', '▁mềm', '▁,', '▁kh', 'ông', '▁có', '▁nh', 'iều', '▁chỉ', '▁th', 'ừa', '▁nói', '▁ch', 'ung', '▁ổn']","[0, 13, 79, 645, 33, 193, 943, 15, 54, 1430, 171, 25, 38, 41, 18, 167, 229, 12, 320, 233, 11, 160, 645, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sản phẩm phù hợp với giá tiền, chất lượng thì tuyệt vời 🤩, rất là sang xịn mịn nha hãy rinh ngay về tay mình 1 đôi nhé",-1,-1,-1,1,-1,-1,2,-1,"sản phẩm phù hợp với giá tiền, chất lượng thì tuyệt vời , rất là sang xịn mịn nha hãy rinh ngay về tay mình 1 đôi nhé","['▁s', 'ản', '▁ph', 'ẩm', '▁phù', '▁h', 'ợp', '▁v', 'ới', '▁giá', '▁t', 'iền', ',', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁thì', '▁t', 'uyệt', '▁v', 'ời', '▁,', '▁r', 'ất', '▁là', '▁s', 'ang', '▁x', 'ịn', '▁m', 'ịn', '▁nha', '▁hãy', '▁r', 'inh', '▁ng', 'ay', '▁về', '▁t', 'ay', '▁m', 'ình', '▁1', '▁đ', 'ôi', '▁nhé']","[0, 19, 169, 35, 277, 1318, 13, 491, 15, 54, 224, 6, 209, 14665, 11, 51, 10, 69, 4, 61, 6, 687, 15, 52, 171, 24, 51, 29, 19, 86, 34, 862, 9, 862, 87, 1124, 24, 81, 23, 46, 206, 6, 46, 9, 39, 303, 8, 78, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày có hơi mùi nhưng để ở ngoài tí là bay sạch, giày mang rất êm, nghe mn bảo là giày chắc chắn, giày mình nhận chưa chắc chắn lắm haha, nói chung cũng ổn với tầm giá. À các bạn nên tăng một size để thoải mái hơn nha.",-1,-1,-1,1,2,-1,1,-1,"giày có hơi mùi nhưng để ở ngoài tí là bay sạch, giày mang rất êm, nghe mọi người bảo là giày chắc chắn, giày mình nhận chưa chắc chắn lắm haha, nói chung cũng ổn với tầm giá. à các bạn nên tăng một size để thoải mái hơn nha.","['▁gi', 'ày', '▁có', '▁h', 'ơi', '▁m', 'ùi', '▁như', 'ng', '▁để', '▁ở', '▁ngo', 'ài', '▁tí', '▁là', '▁b', 'ay', '▁s', 'ạch', ',', '▁gi', 'ày', '▁m', 'ang', '▁r', 'ất', '▁êm', ',', '▁nghe', '▁m', 'ọi', '▁ng', 'ười', '▁b', 'ảo', '▁là', '▁gi', 'ày', '▁ch', 'ắc', '▁ch', 'ắn', ',', '▁gi', 'ày', '▁m', 'ình', '▁nh', 'ận', '▁ch', 'ưa', '▁ch', 'ắc', '▁ch', 'ắn', '▁l', 'ắm', '▁h', 'aha', ',', '▁nói', '▁ch', 'ung', '▁c', 'ũng', '▁ổn', '▁v', 'ới', '▁t', 'ầm', '▁giá', '.', '▁à', '▁c', 'ác', '▁b', 'ạn', '▁n', 'ên', '▁t', 'ăng', '▁m', 'ột', '▁size', '▁để', '▁tho', 'ải', '▁m', 'ái', '▁h', 'ơn', '▁nha', '.']","[0, 33, 193, 41, 13, 74, 9, 511, 65, 4, 151, 198, 445, 96, 746, 29, 14, 46, 19, 781, 14665, 33, 193, 9, 86, 24, 51, 1526, 14665, 351, 9, 301, 23, 92, 14, 217, 29, 33, 193, 11, 181, 11, 307, 14665, 33, 193, 9, 39, 18, 138, 11, 137, 11, 181, 11, 307, 10, 178, 13, 898, 14665, 233, 11, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"""Hình ảnh mang tính chất minh họa"" Hàng tốt, vẫn có 1-2 chỗ bị bẩn nhẹ tạm chấp nhận. Nói chung là ok. Mong shop khắc phục vấn đề vết bẩn nha.",-1,-1,2,-1,-1,-1,1,-1,"hình ảnh mang tính chất minh họa hàng tốt, vẫn có 1-2 chỗ bị bẩn nhẹ tạm chấp nhận. nói chung là ổn. mong shop khắc phục vấn đề vết bẩn nha.","['▁h', 'ình', '▁ảnh', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁m', 'inh', '▁họa', '▁h', 'àng', '▁t', 'ốt', ',', '▁v', 'ẫn', '▁có', '▁1', '-2', '▁chỗ', '▁bị', '▁b', 'ẩn', '▁nhẹ', '▁t', 'ạm', '▁ch', 'ấp', '▁nh', 'ận', '.', '▁nói', '▁ch', 'ung', '▁là', '▁ổn', '.', '▁m', 'ong', '▁shop', '▁kh', 'ắc', '▁ph', 'ục', '▁v', 'ấn', '▁đề', '▁v', 'ết', '▁b', 'ẩn', '▁nha', '.']","[0, 13, 39, 444, 9, 86, 6, 261, 11, 51, 9, 81, 3522, 13, 79, 6, 185, 14665, 15, 213, 41, 303, 6898, 806, 199, 14, 375, 943, 6, 479, 11, 467, 18, 138, 14660, 233, 11, 160, 29, 645, 14660, 9, 68, 308, 25, 181, 35, 342, 15, 431, 872, 15, 122, 14, 375, 87, 14660, 2, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
rẻ nhưng đẹp và êm chân. Chuẩn size,1,-1,1,1,1,-1,1,-1,rẻ nhưng đẹp và êm chân. chuẩn size,"['▁rẻ', '▁như', 'ng', '▁đ', 'ẹp', '▁và', '▁êm', '▁ch', 'ân', '.', '▁chu', 'ẩn', '▁size']","[0, 752, 65, 4, 8, 165, 62, 1526, 11, 91, 14660, 429, 375, 1082, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng tốt nhá mọi người Shop lại nhiệt tình nữa lên mua,-1,-1,-1,-1,-1,1,1,-1,hàng tốt nhá mọi người shop lại nhiệt tình nữa lên mua,"['▁h', 'àng', '▁t', 'ốt', '▁nhá', '▁m', 'ọi', '▁ng', 'ười', '▁shop', '▁l', 'ại', '▁nh', 'iệt', '▁t', 'ình', '▁n', 'ữa', '▁l', 'ên', '▁mua']","[0, 13, 79, 6, 185, 1379, 9, 301, 23, 92, 308, 10, 63, 18, 282, 6, 39, 16, 174, 10, 31, 183, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hàng đúng với giá tiền lên mua nha m.ng ❤️❤️❤️,-1,-1,-1,-1,-1,-1,1,-1,hàng đúng với giá tiền lên mua nha m.ng,"['▁h', 'àng', '▁đ', 'úng', '▁v', 'ới', '▁giá', '▁t', 'iền', '▁l', 'ên', '▁mua', '▁nha', '▁m', '.', 'ng']","[0, 13, 79, 8, 208, 15, 54, 224, 6, 209, 10, 31, 183, 87, 9, 14660, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mình rất ưng với sản phẩm.Ban đầu mình nghĩ tầm giá này cũng chỉ cần box và giày k hư hại là mình thấy ổn r nhưng sau khi mình mở ra thì thật sự trên mức tưởng tượng rất nhiều giao hàng siêu nhanh sẽ còn ủng hộ shop ❤️,-1,1,-1,-1,-1,-1,1,-1,mình rất ưng với sản phẩm.ban đầu mình nghĩ tầm giá này cũng chỉ cần box và giày không hư hại là mình thấy ổn r nhưng sau khi mình mở ra thì thật sự trên mức tưởng tượng rất nhiều giao hàng siêu nhanh sẽ còn ủng hộ shop,"['▁m', 'ình', '▁r', 'ất', '▁ưng', '▁v', 'ới', '▁s', 'ản', '▁ph', 'ẩm', '.', 'ban', '▁đ', 'ầu', '▁m', 'ình', '▁nghĩ', '▁t', 'ầm', '▁giá', '▁này', '▁c', 'ũng', '▁chỉ', '▁c', 'ần', '▁b', 'ox', '▁và', '▁gi', 'ày', '▁kh', 'ông', '▁hư', '▁h', 'ại', '▁là', '▁m', 'ình', '▁th', 'ấy', '▁ổn', '▁r', '▁như', 'ng', '▁s', 'au', '▁khi', '▁m', 'ình', '▁mở', '▁ra', '▁thì', '▁th', 'ật', '▁sự', '▁tr', 'ên', '▁m', 'ức', '▁t', 'ưở', 'ng', '▁t', 'ượ', 'ng', '▁r', 'ất', '▁nh', 'iều', '▁gi', 'ao', '▁h', 'àng', '▁s', 'iêu', '▁nha', 'nh', '▁sẽ', '▁c', 'òn', '▁ủng', '▁hộ', '▁shop']","[0, 9, 39, 24, 51, 1154, 15, 54, 19, 169, 35, 277, 14660, 6579, 8, 191, 9, 39, 430, 6, 384, 224, 75, 5, 93, 229, 5, 76, 14, 4670, 62, 33, 193, 25, 38, 2172, 13, 63, 29, 9, 39, 12, 49, 645, 24, 65, 4, 19, 172, 248, 9, 39, 920, 141, 61, 12, 149, 412, 26, 31, 9, 289, 6, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Hàng đúng với giới thiệu ạ.,-1,-1,1,-1,-1,-1,1,-1,hàng đúng với giới thiệu ạ.,"['▁h', 'àng', '▁đ', 'úng', '▁v', 'ới', '▁gi', 'ới', '▁th', 'iệu', '▁ạ', '.']","[0, 13, 79, 8, 208, 15, 54, 33, 54, 12, 442, 155, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
